localKey,ms_record_file_location,ms_level_uri,unique_xpath,author_position_in_sequence,author_text_node,author_uri_current,author_uri_consolidated,msItem_xml-id,locus_start,title_text_node,rubric,incipit,explicit,finalRubric,status,asignee,syriaca_notes,wright_catalogue_location,wright_entry_roman_numeral,shelf_mark,parent_item,,,,,,,,,,,,,false positive
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[2]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[2]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,c9,5b,"Thanksgiving to God on the part of the said Euphemius , alias 'Othman bar 'Anbasa, of Callinicus",ܬܘܕܝܬܐ ܠܐܠܗܐ ܐܝܟ ܕܡܢ ܦܪܨܘܦܗ ܕܐܘܦܝܡܝܘܣ ܗ̇ܘ ܕܡܢ ܠܥܠ̣. ܒܗ̇ ܟܕ ܒܗ̇ ܒܕܝܨܬܐ,ܟܠ ܬܫܒܘܚܬܐ ܢ̣̇ܚܘܚ ܪܥܝܢܝ̣. ܘܟܠ ܛܝܒܘܬܐ ܢܲܣܪܚ ܠܫܢܝ. ܕܐܪܡܪܡܝܘܗܝ ܠܡܪܝܐ ܕܥܒܕܢܝ̣. ܘܒܟܠ ܐܝܩܪ ܐܣܓܝ ܗܕܪܢܝ. ܘܥܡ ܪܘܪ̈ܒܢܐ ܒܦܣܐ ܣܡܢܝ̣. ܘܠܥܝܢ ܡ̈ܠܟܐ ܟܚܝܕܐ ܚܘܝܢܝ. ܘܒܥܪܝܡܘܬܐ ܐܚܕܪ ܟܠܠܢܝ̣. ܘܒܩܢܝܢܐ ܐܟܚܕ ܫܟܠܠܢܝ. ܘܟܕ ܐ̣ܬܛ̇ܦܠܬ ܛܢ ܘܕܟܝܢܝ̣. ܘܒܝܕ ܚܘܒܗ ܚ̇ܪ ܘܚܘܪܢܝ. ܘܠܐ ܠܚܛܝ̣ܬܐ ܫܒ̣ܩ ܕܬܟܬܡܢܝ̣. ܘܠܐ ܠܒܝܫ̣ܘܬܐ ܬܘܒ ܕܬܫܟܪܢܝ. ܘܒܪܘܚܦܗ ܐܣܓܝ ܥܲܠܝܢܝ̣. ܘܟܕ ܟܝܬ ܡ̇ܛܬ ܚܢ ܘܕܠܝܢܝ. ܏ܘܫ.,,ܫ̣ܠܡ ܩܘܒܠ ܛܝܒܘܬܐ ܕܐܘܦܝܡܝܘܣ ܗܢܘ ܕܝܢ ܥܘܬܡܢ ܒܪ ܥܢܒܣܐ ܩܠܝܢܩܝܐ.,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""Various metrical compositions, written with rhyme, the style and language of which are often very intricate and hard to be understood"". Foll. 5a-",,,,"Antonius Rhetor of Tagrit. ""Consolatory epistle addressed to one Euphemius"". Foll. 5a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[3]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[3]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,c10,10a,Consolatory epistle to a son on the death of his father,ܐܚܪܢܐ ܡܒܝܐܢܐ ܒܬܫܥܝܬܐ,ܛܒ̣ܐ ܓܝܪ ܕܩ̣ܨܐ ܡܲܚܫܠ ܠܐܕ̈ܢܝ̇. ܕܪܓܝܓܐ ܐܒܘܟ ܕܡܢܢ ܫܲܢܝ. ܘܡܢ ܥܘܙܗ ܕܛ̣ܒܐ̣ ܫܘܪ̈ܝܢ ܡ̈ܠܝ. ܘܐܬ̇ܓܢܚܬ ܛܒ ܒܠܒܝ̣. ܘܐܬ݂ܗܦܟܘ ܡ̈ܥܝ. ܘܒܕܓܘܢ ܐܬ̇ܪܢܝܬ ܡܛܠܬܟ݂. ܕܒܡܡܘܠ ܚܫܐ ܛ̇ܝܦܐ ܚܫܒܬܟ. ܐܢ ܓܝܪ ܟܝܬ ܐܢܐ ܥܠ ܕܠܗ ܝ̇ܕܥܬ: ܟܠܗ ܗܢܐ ܒܚܫܐ ܒ̇ܠܥܬ݂. ܚܕܐ ܟܡܐ ܐܢܬ ܕܐܝܬܝܟ ܒܪܐ ܝܚܝܕܐ̇. ܘܝܬܝܪ ܡܢ ܢܘܗܪܐ ܠܗ ܗܘ̣ܝܬ ܟܚܝܕܐ. ܘܒܬܪ ܐܠܗܐ ܥܝܢܐ ܕܚ̈ܝܐ̇. ܬܟܪܐ ܘܬܕܡܥ ܥܠ ܕܡܢ ܚ̈ܝܐ ܐܓܗܝ ܗ̣ܘ ܓܒܪܐ ܫ̇ܘܐ ܠܬܗܪܐ. ܏ܘܫ.,,,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""Various metrical compositions, written with rhyme, the style and language of which are often very intricate and hard to be understood"". Foll. 5a-",,,,"Antonius Rhetor of Tagrit. ""Thanksgiving to God on the part of the said Euphemius , alias 'Othman bar 'Anbasa, of Callinicus"". Foll. 5b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[4]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[4]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,c11,16a,Encomium on one Sergius,ܬܦܢܟܐ ܕܪܒܘܬ ܢܦܫܐ ܒܝܕ ܛܘܒܢܐ ܣܪܓܝܣ ܒܚܠܝܬܐ.,ܠܣܪܓܝܣ ܪܒܐ ܘܪܡܐ: ܕܡܕܥܗ ܕܡ̇ܐ ܠܝܡܐ: ܘܙܢܗ ܡܡܪܐ ܒܣܐܡܐ: ܕܐܝܩܢ ܥܘܕ ܠܗܝܩ ܐܢܐ̣. ܘܕܐܨܘܪ ܪܒܬ ܣܘ̤ܐ ܐܢܐ. ܘܕܡ ܒܡܠܬܝ ܙܥ̇ܪ ܐܢܐ̇. ܘܡܢ ܨܒܘܬܐ ܦܐ̇ܫ ܐܢܐ. ܕܫܪܒܗ ܕܡ̇ܐ ܠܛܘܪܐ̣. ܘܚ̇ܣܝܢ ܗ̣ܘ ܡܢ ܟܠ ܫܘܪܐ. ܘܗܘܢܝ ܚܠܫ ܡܢ ܥܘܪܐ̣. ܘܒܡܠܬܝ ܐܝܬܝ ܒܘܪܐ. ܘܟܕ ܐܣܓܝܬ ܒܪܥܝܢܝ ܘܠܐ̇ܝܬ: ܘܕܐܫܪܫܐ ܠܪܓܬܝ ܪܢ̇ܝܬ݂. ܘܕܐܪܫܠ ܫܘܥܝܬܝ ܨܒ̇ܝܬ. ܘܠܐ ܕܐܨܘܪ ܒܝܕ ܩ̈ܠܝ܇ ܐܘ ܕܐܪܡܪܡ ܒܝܕ ܡ̈ܠܝ܇ ܠܓܒܪܐ ܕܡܕܥܗ ܫܒܝܚܐ̇. ܥ̇ܠܒ ܠܫܡܫܐ ܢܨܝܚܐ. ܘܪܒܘܬ ܢܦܫܗ ܩܪܝܚܐ̣. ܘܦܚ̇ܡܐ ܠܫܡܝܐ ܪܘܝܚܐ. ܘܠܫܢ ܐܪ̈ܥܢܐ ܢܐ̇ܫ. ܘܡܢ ܟܘܠܠܗ ܦܐ̇ܫ. ܘܥܡܠܐ ܚܠܝܐ ܚܐ̇ܫ̣. ܘܩܘܠܣܗ ܠܐ ܡܐ̇ܫ ܪܘܡܗ ܫܡ̇ܝܢܐ̣. ܦܐ̇ܫ ܠܗ ܪܥܝܢܐ. ܘܠܩܠܐ ܕܥܢܢܐ̣. ܦܐܐ ܕܢܗܘܐ ܡܙܥܩܢܐ. ܏ܘܫ.,,,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""Various metrical compositions, written with rhyme, the style and language of which are often very intricate and hard to be understood"". Foll. 5a-",,,,"Antonius Rhetor of Tagrit. ""Consolatory epistle to a son on the death of his father"". Foll. 10a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[5]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[5]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,c12,20b,Encomium on one Joseph,ܟܠܝܠܐ ܫܲܠܡܐ ܕܟܠ ܩ̈ܘܠܣܐ ܠܣܒܐ ܝܘܣܦ ܒܫܘ̤ܝܬ ܫ̈ܩܐ,ܥܠ ܕܟܝܘܬܗ ܘܡܗܝܪܘ܏ܬܗ ܕܣܒܐ ܝܘܣܦ ܣܢܝܩ ܗܘܝܬ ܏ܗܟܝܠ . . ܟܕ ܗ̣ܘ ܚܐܦ܏ܐ ܘܚ̇ܘܪܐ ܕܪܥܝ܏ܢܝ ܕܐܪܡܪܡ܏ܝܘܗܝ ܐܝܬܘܗܝ ܡܟܝ܏ܠ . . ܕܐܡܠܠܝܘܗܝ ܏ܓܝܪ ܐܦ ܕܐܟܠܠܝ܏ܘܗܝ ܐܢܢܩܐ ܗܝ̣ ܏ܠܝ ܡܢ ܥܠܬ ܏ܫܬ . . ܕܡܪܗ ܢ̣ܐܪܡ ܘܛ̇ܒ̈ܐ ܢܕܘܨܘܢ ܘܫܦܠܐ ܕܐܢܫܐ ܬܦܢܟܐ ܢܣܒܘܢ . . ܘܬܬܪܝܡ ܚܘܒܬܝ ܘܬܐܪܒ ܡܠܬܝ ܘܠܫܢܝ ܪܦܝܐ ܒܫܘܒܚܗ ܢܨܛܒܥ . . ܒܕܓܘܢ ܐܒܐ ܡܪܗܘܢ ܕܪ̈ܚܡܐ ܘܪܫܐ ܕܚ̈ܝܐ ܐܢܗܪ ܡܕܥܝ..,,,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""Various metrical compositions, written with rhyme, the style and language of which are often very intricate and hard to be understood"". Foll. 5a-",,,,"Antonius Rhetor of Tagrit. ""Encomium on one Sergius"". Foll. 16a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[6]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[6]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,c13,31b,Against the seditious or agitators,ܟܘܘܐ̈ܢܐ ܘܟ̈ܘܝܐ ܠܛܪ̈ܟܢܐ ܘ̈ܝܐ,ܐܠܗܝ ܛ̇ܢܢܐ. ܗܒ ܠܝ ܒܚܢܢܐ. ܡܠܬܐ ܕܡܘܬ ܫܢܢܐ. ܘܩܠܐ ܕܡܢ ܥܢܢܐ. ܕܒܗܘܢ ܐ̣ܡ̇ܚܐ. ܘܪܒܬ ܐܨܚܐ. ܠܓܒܪ̈ܐ ܛܪ̈ܟܢܐ. ܕܒܝܕ ܛܘܟ̈ܢܐ. ܨ̇ܝܕܝܢ ܠܐܒܕܢܐ. ܢܦܫ̈ܬ ܥܫ̈ܝܢܐ. ܏ܘܫ.,,,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""Various metrical compositions, written with rhyme, the style and language of which are often very intricate and hard to be understood"". Foll. 5a-",,,,"Antonius Rhetor of Tagrit. ""Encomium on one Joseph"". Foll. 20b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[7]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[7]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,c14,35a,An encomium,ܩܘܠܣܐ,,,,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""Various metrical compositions, written with rhyme, the style and language of which are often very intricate and hard to be understood"". Foll. 5a-",,,,"Antonius Rhetor of Tagrit. ""Against the seditious or agitators"". Foll. 31b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[8]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[8]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,c15,36a,Part h,,,,,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""Various metrical compositions, written with rhyme, the style and language of which are often very intricate and hard to be understood"". Foll. 5a-",,,,"Antonius Rhetor of Tagrit. ""An encomium"". Foll. 35a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[9]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[9]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,c16,36a,A short piece,ܫܘܚܠܦܐ ܒܫܘܝܘܬ ܫ̈ܩܐ,ܛܘܒܢ ܒܥܘܬܪ܏ܐ ܘܐܟܚܕ ܒܫܘܦܪ܏ܐ ܘܛܒ ܡܢ ܗܠ܏ܝܢ ܒܥܪܝܡܘܬܐ̇. ܘܒܐܘܚܕܢܐ ܬܘ܏ܒ ܘܐܡ̈ܢܐ ܚܣ̈ܝ܏ܐ ܘܒܐܝܕܐ ܕܕܝܢ̣܏ܐ ܘܟܠ ܡܝܬܪܘܬܐ. ܕܫܪܝܪܐܝܬ ܥܘܬܪܐ ܕܓܙܗ ܘܥܘܫܢܐ ܕܐܝܕܗ ܡܠܘܐܐ ܐܝܬܘܗܝ̣. ܕܙܝܘܢܘܬܐ ܘܪܚܡܢܘܬܐ ܕܡܛܪ̈ܦܐ ܟܝܬ ܕܥ̇ܕܝܢ ܥܠܘܗܝ. ܏ܘܫ.,,,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""Various metrical compositions, written with rhyme, the style and language of which are often very intricate and hard to be understood"". Foll. 5a-",,,,"Antonius Rhetor of Tagrit. ""Part h"". Foll. 36a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[10]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[10]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,c17,36a,Another short piece,ܫܘܚܠܦܐ,ܐܝܕܐ ܗ̣ܝ ܡܝܬܪܘܬܐ ܐܘ ܗܢܐ. ܗ̇ܝ ܕܟܕ ܠܟܠܡܕܡ ܐܝܬ ܣܒܥܐ̇. ܠܗ̇ ܢܩ̇ܦ ܘܠܐ ܚܕ ܣܒܥܐ. ܪܚܡܬܐ ܓܝܪ ܗ̇ܝ ܠܐ ܡܣܬܒܥܢܝܬܐ̣ ܛܒ ܡܢ ܟܠ ܡܝܬܪܐ. ܐܝܟ ܩܠܐ ܕܐܢܫ ܩܕܝܫܐ. ܏ܘܫ.,,ܫܠܡ ܦܬ ܝܛ,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""Various metrical compositions, written with rhyme, the style and language of which are often very intricate and hard to be understood"". Foll. 5a-",,,,"Antonius Rhetor of Tagrit. ""A short piece"". Foll. 36a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[11]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[11]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,c18,36b,Another,ܐܚܪܢܐ,ܕܡܚܒ ܐܢܐ ܠܟ ܟܕ ܫܬܝܩ ܐܢܐ ܬܐܪܬܟ ܚܟܡܐ ܐܢ ܠܝ ܪܒܝ ܘܚܘܪ ܒܝ ܘܚܘܢܝ ܕܡܢ ܚ̈ܙܝܬܟ ܡܫܬܘܕܥ ܐܢܐ ܕܡܚܒ ܐܢܬ ܠܝ. ܏ܘܫ.,,ܫܠܡ ܦܬ ܘ,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""Various metrical compositions, written with rhyme, the style and language of which are often very intricate and hard to be understood"". Foll. 5a-",,,,"Antonius Rhetor of Tagrit. ""Another short piece"". Foll. 36a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[12]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[12]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,c19,36b,Another,ܐܚܪܢܐ,ܡܓܙܝܢܢ ܘܓܠܝܙܝܢܢ. ܘܪܚܡܬܐ ܚܠܝܬܐ ܙܒܢܝܢ ܚܢܢ ܘܡܙܒܢܝܢܢ. ܬܐ ܨܐܕܝ ܐܘ ܚܒܝܒܐ. ܕܪܥ̤ܐ ܐܢܬ ܒܚܘܒܐ ܠܐ ܡܝܘܬܐ. ܘܐܝܬ ܠܝ ܕܡ̈ܝܐ ܠܐ ܡܬܡ̈ܫܚܢܐ ܕܗܢܐ ܥܘܪܦܢܐ ܫܦܝܪ ܥܘܠܒܢܐ. ܘܐܢ ܠܝܬ ܠܟ݂. ܐܦܠܐ ܓܝܪ ܠܣ̈ܓܝܐܐ. ܐܢܐ ܐܪܬܝܟ ܘܐܬܐܪܝܟ݁. ܕܡܢ ܐܝܟܐ ܘܐܝܟܢ̇. ܕܡ̈ܝܐ ܠܡܩܢܐ ܕܗܢܐ ܐܡܢܐ. ܏ܘܫ.,,ܫܠܡ ܦܬ̈ ܠ,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""Various metrical compositions, written with rhyme, the style and language of which are often very intricate and hard to be understood"". Foll. 5a-",,,,"Antonius Rhetor of Tagrit. ""Another"". Foll. 36b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[13]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[13]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,c20,37a,Another,ܐܚܪܢܐ,ܐܥܗܕܟ ܡܕܡ ܐܘ ܪܚ̇ܡܐ. ܐܝܟ ܐܢܫ ܕܪܥ̇ܐ ܠܡܘܬܪܘܬܟ. ܚܕ ܒܥ̣ܝ܇ ܬܚܘܡܐ ܕܚܘܒܐ ܒܚܩܠ ܪܚܡܟ. ܕܥܕܡܐ ܠܡܘܬܐ ܢܡܛܐ̣ ܘܠܐ ܢܗܦܘܟ. ܗ̇ܝ ܟܝܬ ܕܦܝܠܘܢ̇. ܚܬܡ ܘܓܡ̣ܪ ܝܡܝܢܐܝܬ݀. ܠܐܠܟܣܢܕܪܘܣ ܐܚܝܕ ܥܠܡܐ. ܟܕ ܓܝܕ ܨܒ̣ܐ: ܕܢܪܕܐ ܢܚܙܐ ܠܩܝܛܘܣ ܪܒܐ: ܕܡܢ ܩܒܘܠ: ܡܲܣܒܗ ܗܘ̣ܐ ܠܛܘܪܐ ܪܒܐ̣. ܟܠܝܗܝ ܡܢ ܗܢܐ̇. ܩܝܢܕܘܢܣ ܪܚ̇ܡܐ ܚ̇ܙܝܐ. ܘܩ̇ܒ̣ܠ ܥܠܘܗܝ̣. ܕܗ̣ܘ ܢܐܙܠ ܢܚܙܐ. ܡ̇ܢܘ. ܘܐܢ ܙܝܡܝܐ ܗ̣ܝ܆ ܥܠܘܗܝ ܬܣܒܟ ܐܘ ܥܠ ܡܠܟܐ. ܘܛܦ ܠܬܗܘܡܐ ܘܕܫ ܥܠ ܩܝܛܘܣ ܘܠܗ ܥܡ ܚܒܪ̈ܘܗܝ ܛܒܥܗ ܩܝܛܘܣ. ܏ܘܫ,,ܫܠܡ ܦܬܓܡܐ ܏ܟܚ.,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""Various metrical compositions, written with rhyme, the style and language of which are often very intricate and hard to be understood"". Foll. 5a-",,,,"Antonius Rhetor of Tagrit. ""Another"". Foll. 36b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[14]/author|http://syriaca.org/manuscript/870,/data/tei/870.xml,http://syriaca.org/manuscript/870,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[14]/author,1,Antonius Rhetor of Tagrit,http://syriaca.org/person/154,http://syriaca.org/person/154,c21,37b,A discourse against those who do violence unto grace (the thankless or ungrateful),ܩܦܠܐܘܢ ܏ܫܝܒ. ܡܡܠܐ ܥܡ ܕܝܢ̣ܐ ܥܠ ܛ̈ܠܡܝ ܛܝܒܘܬܐ ܒܛܪܝܦܘܕܐ.,ܒܥܕܢܐ ܒܗܝܠܐ ܕܛܗܪܐ ܚܣܝܢ܏ܐ ܟܕ ܒܩܝܠܐ ܪܡܸܐ ܐܢ܏ܐ. ܘܫܢܬܐ ܓܢܸܐ ܒܥܝ̈ܢ܏ܝ ܘܫܬܩܐ ܥܢܸܐ ܒܠܫܢ܏ܝ ܘܕܐܚܪܫ ܩܪܝܒ ܐܢ܏ܐ. ܩܠ ܙܡ̈ܡܐ ܫܡ̇ܥ܏܏܏ܬ ܕܡܪܝܒܝܢ ܠܐܐ܏ܪ ܘܠܫܡܥܐ ܡܕܠܚܝ܏ܢ. ܘܣܒܪܬ ܕܕܒܘܪ̈ܐ. ܡܢ ܩ̣ܨ ܚܘܡܡܐ ܫܓܫܝܢ. ܘܡܢ ܗܪܟܐ ܐܕܫܬ ܘܚܘ̈ܫܒܝ ܐܣܪܚܬ ܘܠܢܝܚܐ ܥ̇ܦܩܬ. ܥܕܡܐ ܕܗ̣ܘ ܠܥܙܐ ܐܬܕܡܝ ܕܩܠܐ ܗ̣ܘ ܘܡܡܠܠܐ̇ ܕܒܪܢܫܐ. ܘܡܢ ܗܪܟܐ ܬܡܪ̈ܝ ܚܬ̈ܝܡܝ ܒܐܒܪܐ ܦܬ݁ܚܬ ܘܐܬܒܝܢܬ. ܘܗܐ ܓܒܪܐ ܟܡܝܪܐ ܕܚܝܪܗ ܓܥܝܪܐ ܗ̣ܘ ܓܢܸܐ ܒܣܬܪ ܬܪܥܐ. ܘܡܩܪ̈ܡܛܢ ܐ̈ܦܘܗܝ ܘܡܬܲܠܝܢ ܓܒܝ̈ܢܘܗܝ ܘܪܟܝܢ ܠܘܬ ܐܪܥܐ. ܘܣܦܘ̈ܬܗ ܪ̈ܬܡܢ ܡܕܡ ܠܐ ܡܦܪܫܐ ܐܝܟ ܒܩ̈ܝ ܪܡܫܐ. ܘܕܡ̇ܐ ܗܘ̣ܐ ܠܓܒܪܐ ܕܒܛܝܢ ܒܓܘ ܠܒܗ ܥܝܛܐ ܣܓܝܐܐ. ܘܝ̇ܠܕ ܠܫܢܗ ܡܣܓܐ ܠܘܬ̈ܡܐ ܐܝܟ ܕܠܒܘܝܐܐ. ܏ܘܫ.,,,ready to ingest,,,2:613-617,DCCXVII,"Add. 17,208","Antonius Rhetor of Tagrit. ""Various metrical compositions, written with rhyme, the style and language of which are often very intricate and hard to be understood"". Foll. 5a-",,,,"Antonius Rhetor of Tagrit. ""Another"". Foll. 37a-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[8]/author|http://syriaca.org/manuscript/361,/data/tei/361.xml,http://syriaca.org/manuscript/361,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[8]/author,1,Antony,http://syriaca.org/person/1594,http://syriaca.org/person/1594,a8,151a,A letter of Antony,ܐܓܪܬܐ ܕܡܪܝ ܐܢܛܘܢܝܣ,ܡܢ ܩܕܡ ܟܠܡܕܡ̣. ܫܐ̇ܠ ܐܢܐ ܫܠܡܗ ܕܚܘܒܟܘܢ ܕܒܡܪܢ. ܣ̇ܒܪ ܐܢܐ ܐ̈ܚܝ̣. ܕܢܦܫ̈ܬܐ ܗܠܝܢ ܕܩܪ̈ܝܒܢ ܠܪܚܡܬܗ ܕܐܠܗܐ̣. ܗܠܝܢ ܬܠܬܐ ܦܘܪ̈ܫܢܝܢ ܐܝܬ ܠܗ̈ܝܢ. ܐܢ ܕܟܪܐ ܗܘܼ ܘܐܢ ܢܩܒܬܐ. ܏ܘܫ,,,ready to ingest,,,2:756-759,DCCLXXIX,"Add. 14,621",,,,,,,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[9]/author|http://syriaca.org/manuscript/257,/data/tei/257.xml,http://syriaca.org/manuscript/257,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[9]/author,1,"Aquilinus, bishop of Byblos",http://syriaca.org/person/844,,b9,52a,"Deposition of Aquilinus, bishop of Byblos",ܩܬܪܣܝܣ ܕܐܩܘܠܝܢܘܣ ܐܦܣܩܦܐ ܕܒܝܒܠܘܣ,,,,no syriaca entry,,,2:1027-1030,DCCCCV,"Add. 14,530","""The Acts of the Second Council of Ephesus A small part of this volume has been edited by the Rev. S. G. F. Perry , under the title of ""An Ancient Syriac Document, purporting to be the record, in its chief features, of the second Synod of Ephesus,"" etc., Oxford, 1867."". Foll. -",,,,"Irenaeus, bishop of Tyre. ""Deposition of Irenaeus, bishop of Tyre"". Foll. 50b-",,,,,,,,,
TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[10]/author|http://syriaca.org/manuscript/32,/data/tei/32.xml,http://syriaca.org/manuscript/32,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem/msItem[10]/author,1,Athanasius,http://syriaca.org/person/354,http://syriaca.org/person/354,c15,202b,Athanasius,,,,,ready to ingest,,,2:550-554,DCLXXXVIII,"Add. 12,157","Severus of Antioch. ""Chap. xli"". Foll. 200a-",,,,"Peter of Alexandria. ""Peter of Alexandria"". Foll. 202b-",,,,,,,,,
